Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo	exclamation	exclamation_phrase	interrogation	interrogation_phrase	pos_phrase	phrase_averbaux	interjections
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_1569-1731	Et elle a lancé à la prof un regard noir qui la pulvérisa, ne laissant sur le bureau qu’un petit tas de cendres… non, là, je prends mes désirs pour des réalités. 	alessieux_1622219714244_25740-35036496	alessieux	non	Interjection	non	Montree	Base	Aucun	Tristesse	Aucune	non	non	0	0	0	0	['CCONJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ', 'PRON', 'PRON', 'VERB', 'PUNCT', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'ADV', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_3478-3511	Je résume : blablabla blablabla. 	alessieux_1616178956479_25740-35036496	alessieux	blablabla blablabla	Interjection	blablablablablabla	Montree	Base	Aucun	Tristesse	Aucune	blablablablablabla	blablabla blablabla	0	0	0	0	['PRON', 'VERB', 'SPACE', 'PUNCT', 'INTJ', 'X', 'PUNCT']	0	1
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_20021-20077	- Hé, je sais traverser tout seul, j’ai plus trois ans !	mantoine_1622222620652_25740-35036496	mantoine	Hé	Interjection	Hé	Montree	Base	Aucun	Colere	Aucune	Hé	Hé	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADV', 'NUM', 'NOUN', 'SPACE', 'PUNCT']	0	1
FictionProjetM2	13444-10218978	Morgenstern_Anna	13444-10218978_577-730	Quant au père, Arthur Arthur, oui, c’est bien son nom, il a inventé un logiciel et depuis, il doit l’installer sur des ordinateurs partout dans le monde.	mantoine_1618516717507_13444-10218978	mantoine	oui	Interjection	oui	Montree	Base	Aucun	Joie	Aucune	oui	oui	0	0	0	0	['ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'ADV', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADV', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	13444-10218978	Morgenstern_Anna	13444-10218978_9116-9124	– Aïe ! 	mantoine_1621448977340_13444-10218978	mantoine	Aïe	Interjection	Aïe	Montree	Complexe	Aucun	Embarras	Aucune	aïe	aïe	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT']	0	1
FictionProjetM2	13444-10218978	Morgenstern_Anna	13444-10218978_10924-10932	Beurk ! 	mantoine_1618524350130_13444-10218978	mantoine	Beurk 	Interjection	Beurk	Montree	Base	Aucun	Degout	Aucune	Beurk	Beurk	0	1	0	0	['INTJ', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_277-306	– Oh, merci, Grand-Mère Léo !	alessieux_1621534525481_16885-0	alessieux	merci	Interjection	merci	Montree	Base	Aucun	Joie	Aucune	merci	merci	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_277-306	– Oh, merci, Grand-Mère Léo !	alessieux_1620892943075_16885-0	alessieux	Oh	Interjection	Oh	Montree	Base	Base	Joie	Surprise	oh	oh	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_2869-2904	– Ah, vous voilà ! dit le serveur. 	alessieux_1621064760924_16885-0	alessieux	Ah	Interjection	Ah	Montree	Base	Aucun	Surprise	Aucune	ah	ah	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_3984-3998	– Merci… euh… 	alessieux_1621071081425_16885-0	alessieux	euh	Interjection	euh	Montree	Complexe	Aucun	Embarras	Aucune	euh	euh	0	0	0	0	['PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_3984-3998	– Merci… euh… 	alessieux_1621071001740_16885-0	alessieux	Merci	Interjection	Merci	Montree	Base	Aucun	Joie	Aucune	merci	merci	0	0	0	0	['PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_5989-6009	– Ouais, c’est ça ! 	alessieux_1621532776896_16885-0	alessieux	Ouais	Interjection	Ouais	Montree	Base	Aucun	Degout	Aucune	Ouais	Ouais	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'PRON', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_6371-6418	– Ah, tu es allée au Châtelet, quelle chance ! 	alessieux_1621549361200_16885-0	alessieux	Ah	Interjection	Ah	Montree	Base	Aucun	Surprise	Aucune	ah	ah	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_8856-8904	– Pfff, j’y arriverai jamais, se lamente Elisa. 	alessieux_1621552418465_16885-0	alessieux	Pfff	Interjection	Pfff	Montree	Base	Aucun	Tristesse	Aucune	Pfff	Pfff	0	0	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'PRON', 'VERB', 'ADV', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_9245-9293	Eh bien, je voudrais le remercier pour son mot. 	alessieux_1621584678935_16885-0	alessieux	Eh bien	Interjection	Eh bien	Montree	Base	Aucun	Tristesse	Aucune	eh bien	eh bien	0	0	0	0	['INTJ', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_9723-9778	– Bon, je n’ai plus qu’à attendre que Jamar me réponde…	alessieux_1621585451318_16885-0	alessieux	Bon	Interjection	Bon	Montree	Base	Base	Joie	Peur	Bon	Bon	0	0	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'ADV', 'VERB', 'ADV', 'ADV', 'ADP', 'VERB', 'SCONJ', 'PROPN', 'PRON', 'VERB', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_10582-10591	Oh non ! 	alessieux_1621608343479_16885-0	alessieux	Oh non	Interjection	Oh non	Montree	Base	Base	Tristesse	Surprise	oh non	oh non	0	1	0	0	['INTJ', 'ADV', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_10640-10648	– Aïe ! 	alessieux_1621614129999_16885-0	alessieux	Aïe	Interjection	Aïe	Montree	Base	Base	Tristesse	Colere	aïe	aïe	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15500-15529	Et on criera hip hip hourra !	alessieux_1621738823401_16885-0	alessieux	hip hip hourra	Interjection	hip hip hourra	Montree	Base	Aucun	Joie	Aucune	hip hip hourra	hip hip hourra	0	1	0	0	['CCONJ', 'PRON', 'VERB', 'X', 'X', 'X', 'PUNCT']	0	0
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_621-668	– Euh… tu es sure que tu ne t’es pas trompée ? 	mantoine_1620911170039_17006-4379562	mantoine	Euh	Interjection	Euh	Montree	Base	Aucun	Surprise	Aucune	euh	euh	0	0	0	1	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'SCONJ', 'PRON', 'ADV', 'PRON', 'AUX', 'ADV', 'VERB', 'PUNCT']	0	1
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_911-933	– Pfff, peste Flavia. 	mantoine_1620911381487_17006-4379562	mantoine	Pff	Interjection	Pff	Montree	Base	Aucun	Colere	Aucune	pff	pff	0	0	0	0	['PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4415-4439	– Oh, il y en a plein ! 	mantoine_1621095713721_17006-4379562	mantoine	Oh	Interjection	Oh	Montree	Base	Aucun	Surprise	Aucune	oh	oh	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'PRON', 'PRON', 'VERB', 'ADJ', 'PUNCT']	0	1
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5202-5209	Grrr ! 	mantoine_1618526704946_17006-4379562	mantoine	Grrr	Interjection	Grr	Montree	Base	Aucun	Colere	Aucune	grr	Grrr	0	1	0	0	['INTJ', 'PUNCT']	0	1
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8924-8937	– Oh là là ! 	mantoine_1618562173682_17006-4379562	mantoine	Oh là là	Interjection	Oh là là	Montree	Base	Aucun	Surprise	Aucune	oh là là	oh là là	0	1	0	0	['PUNCT', 'INTJ', 'ADV', 'ADV', 'PUNCT']	0	1
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9471-9487	– Je pa… quoi ? 	mantoine_1621276940482_17006-4379562	mantoine	quoi ?	Interjection	quoi ?	Montree	Base	Aucun	Surprise	Aucune	quoi ?	quoi ?	0	0	1	1	['PUNCT', 'PRON', 'VERB', 'PUNCT', 'INTJ', 'PUNCT']	0	1
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9745-9752	– Ah ! 	mantoine_1621277241584_17006-4379562	mantoine	Ah	Interjection	Ah	Montree	Base	Aucun	Surprise	Aucune	ah	ah	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT']	0	1
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_10804-10865	– Oh, tu veux bien faire une partie avec moi, s’il te plaît ?	mantoine_1621100113907_17006-4379562	mantoine	Oh	Interjection	Oh	Montree	Base	Base	Surprise	Joie	oh	oh	0	0	0	1	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'SCONJ', 'PRON', 'PRON', 'VERB', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_844-893	– Grrr, c’est toujours pareil ! grommèle Flavia. 	alessieux_1621740640212_25339-0	alessieux	Grrr	Interjection	Grrr	Montree	Base	Aucun	Colere	Aucune	Grrr	Grrr	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'ADV', 'ADJ', 'PUNCT', 'INTJ', 'PROPN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1166-1189	– Oui ! s’exclame Léo. 	alessieux_1621741108268_25339-0	alessieux	Oui	Interjection	Oui	Montree	Base	Aucun	Joie	Aucune	Oui	Oui	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'PROPN']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1300-1369	– Bon, vous allez nous la dire, cette nouvelle ? s’impatiente Flavia.	alessieux_1621741278205_25339-0	alessieux	Bon	Interjection	Bon	Montree	Base	Aucun	Colere	Aucune	Bon	Bon	0	0	0	1	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1497-1511	– Oh, maman ! 	alessieux_1621741551089_25339-0	alessieux	Oh	Interjection	Oh	Montree	Base	Aucun	Surprise	Aucune	oh	oh	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_2324-2331	– Ben… 	alessieux_1621742387759_25339-0	alessieux	Ben	Interjection	Ben	Montree	Base	Aucun	Peur	Aucune	Ben	Ben	0	0	0	0	['PUNCT', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_3584-3592	– Hein? 	alessieux_1621744938767_25339-0	alessieux	Hein	Interjection	Hein	Montree	Base	Aucun	Surprise	Aucune	Hein	Hein	0	0	0	1	['PUNCT', 'INTJ', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_5105-5130	– Hein? s’exclame Flavia.	alessieux_1621747609072_25339-0	alessieux	Hein?	Interjection	Hein	Montree	Base	Aucun	Surprise	Aucune	Hein	Hein ?	0	0	1	1	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_5440-5528	– Oh, lui, il aimerait juste passer à la mairie et puis dîner tranquillement en famille.	alessieux_1621748090362_25339-0	alessieux	Oh	Interjection	Oh	Montree	Base	Aucun	Joie	Aucune	oh	oh	0	0	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'CCONJ', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_7711-7750	Adieu, le mariage glamour de ses rêves…	alessieux_1621749953849_25339-0	alessieux	Adieu	Interjection	Adieu	Montree	Base	Aucun	Tristesse	Aucune	adieu	adieu	0	0	0	0	['INTJ', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_10596-10657	Un grand crash ! bang ! boum ! fait sursauter tout le monde. 	alessieux_1621771847371_25339-0	alessieux	bang	Interjection	bang	Montree	Base	Base	Peur	Surprise	bang	bang	0	1	0	0	['DET', 'ADJ', 'NOUN', 'PUNCT', 'INTJ', 'PUNCT', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'ADJ', 'DET', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_10596-10657	Un grand crash ! bang ! boum ! fait sursauter tout le monde. 	alessieux_1621771846296_25339-0	alessieux	boum	Interjection	boum	Montree	Base	Base	Peur	Surprise	boum	boum	0	1	0	0	['DET', 'ADJ', 'NOUN', 'PUNCT', 'INTJ', 'PUNCT', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'ADJ', 'DET', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_10743-10838	– Aaaah! crient les enfants en découvrant une grande silhouette informe sur le pas de la porte.	alessieux_1621771867602_25339-0	alessieux	Aaaah	Interjection	Aaaah	Montree	Base	Base	Peur	Surprise	Aaaah	Aaaah	0	1	0	0	['PUNCT', 'PROPN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_12584-12606	– Pfff, soupire Dana. 	alessieux_1622408163754_25339-0	alessieux	Pfff	Interjection	Pfff	Montree	Base	Aucun	Tristesse	Aucune	Pfff	Pfff	0	0	0	0	['PUNCT', 'INTJ', 'PUNCT', 'VERB', 'PROPN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_16987-17002	– Oh, là, là ! 	alessieux_1623218945955_25339-0	alessieux	Oh, là, là	Interjection	Oh, là, là	Montree	Base	Aucun	Surprise	Aucune	oh , là , là	oh , là , là	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'ADV', 'PUNCT', 'ADV', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_23731-23745	Bravo, maman! 	aetienne_1639742712987_25339-0	aetienne	Bravo	Interjection	Bravo	Montree	Complexe	Aucun	Fierte	Aucune	Bravo	Bravo	0	1	0	0	['INTJ', 'PUNCT', 'NOUN', 'PUNCT']	0	1
PtitLibe	3442-13868613	7-12_PtitLibe22-Assemblee_nationale_Comment_cree_loi	3442-13868613_2312-2375	Chouette, les députés ont validé notre texte sur les bonbons ! 	aetienne_1621579827441_3442-13868613	aetienne	Chouette	Interjection	chouette	Montree	Base	Aucun	Joie	Aucune	chouette	Chouette	0	1	0	0	['ADJ', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
PtitLibe	3041-43065693	7-12_PtitLibe23-tubes_ete_recettes_pour_faire_tube	3041-43065693_266-343	Eh bien, c’est souvent l’inverse : on se met à les aimer et à les fredonner. 	aetienne_1628142578423_3041-43065693	aetienne	Eh bien	Interjection	eh bien	Montree	Base	Aucun	Surprise	Aucune	eh bien	eh bien	0	0	0	0	['INTJ', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'ADV', 'DET', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'CCONJ', 'ADP', 'PRON', 'VERB', 'PUNCT']	0	1
PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_969-1017	Lina : Les films ce n’est pas la réalité, hein. 	aetienne_1621579828256_2265-97810218	aetienne	hein	Interjection	hein	Montree	Base	Aucun	Colere	Aucune	hein	hein	0	0	0	0	['PROPN', 'PUNCT', 'DET', 'NOUN', 'PRON', 'ADV', 'AUX', 'ADV', 'DET', 'NOUN', 'PUNCT', 'INTJ', 'PUNCT']	0	1
PtitLibe	1880-5839416	7-12_PtitLibe42-BD_Mortelle_Adele_naissance_Mortelle_Adele	1880-5839416_1331-1422	C’est chouette aussi de montrer aux garçons qu’ils peuvent avoir une fille comme héroïne !»	aetienne_1621579830051_1880-5839416	aetienne	chouette	Interjection	chouette	Montree	Base	Aucun	Joie	Aucune	chouette	chouette	0	1	0	0	['PRON', 'AUX', 'ADJ', 'ADV', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PUNCT']	0	0
PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049058786_2147-37906209	aetienne	Ah la la	Interjection	Ah la la	Montree	Base	Aucun	Joie	Aucune	ah le le	ah le le	0	1	0	0	['INTJ', 'DET', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'PRON', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'PUNCT']	0	1
PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_200-212	Miam miam ! 	aetienne_1630049345457_2147-37906209	aetienne	Miam miam	Interjection	Miam miam	Montree	Base	Aucun	Joie	Aucune	miam miam	miam miam	0	1	0	0	['PROPN', 'X', 'PUNCT']	0	0
PtitLibe	2586-87591240	7-12_PtitLibe96-mefiance_envers_journalistes_quoi_servent_journalistes	2586-87591240_213-286	Eh bien… non ! «Le journaliste, ce n’est pas qu’un simple intermédiaire. 	aetienne_1621579836970_2586-87591240	aetienne	Eh bien	Interjection	Eh bien	Montree	Base	Aucun	Surprise	Aucune	eh bien	eh bien	0	1	0	0	['INTJ', 'INTJ', 'PUNCT', 'ADV', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'AUX', 'ADV', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT']	0	1
PtitLibe	2524-30656934	7-12_PtitLibe99-Toutankhamon_exposition_Toutankhamon	2524-30656934_816-899	Eh oui, quand on voyage dans l’au-delà, on a besoin de son estomac et de son foie !	aetienne_1630169644153_2524-30656934	aetienne	Eh oui	Interjection	Eh oui	Montree	Base	Aucun	Surprise	Aucune	eh oui	eh oui	0	1	0	0	['INTJ', 'INTJ', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'ADV', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	1
WP7Encyclo	2254-83941605	encyclo_Vikidia_Tintin	2254-83941605_1112-1252	Les plus célèbres sont « Moule à gaufres ! », « Bachi-bouzouk ! », « Tonnerre de Brest ! » et surtout « Mille millions de mille sabords ! ».	aetienne_1630276192733_2254-83941605	aetienne	Mille millions de mille sabords	Interjection	Mille millions de mille sabords	Montree	Base	Aucun	Colere	Aucune	Mille million de mille sabord	Mille million de mille sabord	0	1	0	0	['DET', 'ADV', 'ADJ', 'AUX', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT', 'CCONJ', 'ADV', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT']	0	0
