Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo	exclamation	exclamation_phrase	interrogation	interrogation_phrase	pos_phrase	phrase_averbaux	interjections
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_6958-7019	Sur le site qu’elle trouve, tout est en anglais, évidemment. 	alessieux_1621549946723_16885-0	alessieux	évidemment	SAdv	évidemment	Montree	Base	Base	Tristesse	Colere	évidemment	évidemment	0	0	0	0	['ADP', 'DET', 'NOUN', 'PRON', 'PRON', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_7697-7836	Il faut absolument qu’elle connaisse le nom des différents pas, des positions et des attitudes, qu’elle maîtrise déjà si bien en français. 	alessieux_1621608984327_16885-0	alessieux	si bien	SAdv	si bien	Montree	Complexe	Aucun	Fierte	Aucune	si bien	si bien	0	0	0	0	['PRON', 'VERB', 'ADV', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'VERB', 'ADV', 'ADV', 'ADV', 'ADP', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_11098-11245	– Mais si tu n’étais pas un garçon, les parents auraient continué à essayer d’en avoir un et on aurait été encore plus nombreuses, explique Bella. 	alessieux_1621621009467_16885-0	alessieux	encore plus	SAdv	encore plus	Montree	Base	Aucun	Peur	Aucune	encore plus	encore plus	0	0	0	0	['PUNCT', 'CCONJ', 'SCONJ', 'PRON', 'ADV', 'AUX', 'ADV', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'VERB', 'ADP', 'PRON', 'VERB', 'PRON', 'CCONJ', 'PRON', 'AUX', 'AUX', 'ADV', 'ADV', 'ADJ', 'PUNCT', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_11370-11383	– Et alors ? 	alessieux_1621621235442_16885-0	alessieux	Et alors ?	SAdv	Et alors ?	Montree	Base	Base	Surprise	Colere	et alors ?	et alors ?	0	0	1	1	['PUNCT', 'CCONJ', 'ADV', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_11553-11609	– J’aimerais quand même mieux être noire, insiste Elisa.	alessieux_1621622195574_16885-0	alessieux	quand même	SAdv	quand même	Montree	Base	Aucun	Tristesse	Aucune	quand même	quand même	0	0	0	0	['PUNCT', 'PRON', 'VERB', 'SCONJ', 'ADV', 'ADV', 'AUX', 'ADJ', 'PUNCT', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_11609-11682	– C’est sûr que tu serais plus belle qu’en rouge homard ! plaisante Anna.	alessieux_1621758930766_16885-0	alessieux	plus belle qu’	SAdv	plus belle qu'	Montree	Base	Aucun	Joie	Aucune	plus bel que '	plus bel que ’	0	1	0	0	['PUNCT', 'PRON', 'AUX', 'ADJ', 'SCONJ', 'PRON', 'AUX', 'ADV', 'ADJ', 'SCONJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_11815-11831	Toujours rien ! 	alessieux_1621622540772_16885-0	alessieux	Toujours rien	SAdv	Toujours rien	Montree	Base	Aucun	Tristesse	Aucune	toujours rien	toujours rien	0	1	0	0	['ADV', 'PRON', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_12019-12083	– Dis donc, tu pourrais être polie, quand même ! s’emporte Anna.	alessieux_1621623040575_16885-0	alessieux	quand même	SAdv	quand même	Montree	Base	Aucun	Colere	Aucune	quand même	quand même	0	1	0	0	['PUNCT', 'INTJ', 'ADV', 'PUNCT', 'PRON', 'VERB', 'AUX', 'ADJ', 'PUNCT', 'SCONJ', 'ADV', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_12198-12280	Je te demande juste un petit service, et toi, tu te moques de moi ! se vexe Elisa.	alessieux_1621624727615_16885-0	alessieux	juste	SAdv	juste	Montree	Base	Base	Colere	Tristesse	juste	juste	0	1	0	0	['PRON', 'PRON', 'VERB', 'ADV', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'PUNCT', 'PRON', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_12393-12405	– Vraiment ?	alessieux_1621624875975_16885-0	alessieux	Vraiment ?	SAdv	Vraiment	Montree	Base	Aucun	Surprise	Aucune	vraiment	Vraiment ?	0	0	1	1	['PUNCT', 'ADV', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14087-14103	– Billy, vite ! 	alessieux_1621760706630_16885-0	alessieux	vite	SAdv	vite	Montree	Base	Aucun	Joie	Aucune	vite	vite	0	1	0	0	['PUNCT', 'PROPN', 'PUNCT', 'ADV', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15062-15114	Bella a même écrit un poème spécialement pour elle :	alessieux_1621738131593_16885-0	alessieux	même	SAdv	même	Montree	Base	Aucun	Joie	Aucune	même	même	0	0	0	0	['PROPN', 'AUX', 'ADV', 'VERB', 'DET', 'NOUN', 'ADV', 'ADP', 'PRON', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15529-15574	Tu ne penses pas que la vie est juste extra ?	alessieux_1621738932599_16885-0	alessieux	juste	SAdv	juste	Montree	Base	Aucun	Joie	Aucune	juste	juste	0	0	0	1	['PRON', 'ADV', 'VERB', 'ADV', 'SCONJ', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT']	0	0
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5600-5633	Montre-moi juste comment on fait.	mantoine_1621186456243_17006-4379562	mantoine	juste	SAdv	juste	Montree	Base	Aucun	Colere	Aucune	juste	juste	0	0	0	0	['VERB', 'PRON', 'ADV', 'ADV', 'PRON', 'VERB', 'PUNCT']	0	0
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7391-7497	Flavia rêve qu’il la demande en mariage, mais il lui demande juste si elle veut jouer aux billes avec lui.	mantoine_1621188934446_17006-4379562	mantoine	juste	SAdv	juste	Montree	Base	Aucun	Tristesse	Aucune	juste	juste	0	0	0	0	['PROPN', 'VERB', 'SCONJ', 'PRON', 'PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'PRON', 'VERB', 'ADV', 'SCONJ', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']	0	0
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8071-8179	Enfin, il est l’heure d’aller dans la cour, mais les grands garçons du CE2 ne veulent plus jouer avec elle !	mantoine_1621189566469_17006-4379562	mantoine	Enfin	SAdv	Enfin	Montree	Base	Aucun	Joie	Aucune	enfin	enfin	0	1	0	0	['ADV', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADV', 'VERB', 'ADV', 'VERB', 'ADP', 'PRON', 'PUNCT']	0	0
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9064-9117	Même quand je réussis quelque chose, on me déteste ! 	mantoine_1621275944570_17006-4379562	mantoine	Même quand	SAdv	Même quand	Montree	Base	Base	Tristesse	Colere	même quand	même quand	0	1	0	0	['ADV', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'VERB', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_933-1062	Billy aussi fait la tête : il avait préparé un bon diner, et voilà que Léo a acheté des tas de quiches et de gâteaux tout prêts. 	alessieux_1621741029089_25339-0	alessieux	et voilà que	SAdv	et voilà que	Montree	Base	Aucun	Colere	Aucune	et voilà que	et voilà que	0	0	0	0	['PROPN', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'SCONJ', 'PROPN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADV', 'ADJ', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1511-1526	Sérieusement ? 	alessieux_1621741592838_25339-0	alessieux	Sérieusement ?	SAdv	Sérieusement	Montree	Base	Aucun	Surprise	Aucune	sérieusement	sérieusement ?	0	0	1	1	['ADV', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1744-1776	– Mais pourquoi vous remarier ? 	alessieux_1621766571167_25339-0	alessieux	Mais pourquoi	SAdv	mais pourquoi	Montree	Base	Aucun	Colere	Aucune	mais pourquoi	mais pourquoi	0	0	0	1	['PUNCT', 'CCONJ', 'ADV', 'PRON', 'VERB', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1776-1806	Vous êtes très bien comme ça !	alessieux_1621766558775_25339-0	alessieux	très bien comme ça	SAdv	très bien comme ça	Montree	Base	Aucun	Colere	Aucune	très bien comme cela	très bien comme cela	0	1	0	0	['PRON', 'AUX', 'ADV', 'ADV', 'ADP', 'PRON', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_3610-3623	– Bien sûr ! 	alessieux_1621745027762_25339-0	alessieux	Bien sûr	SAdv	Bien sûr	Montree	Base	Aucun	Joie	Aucune	bien sûr	bien sûr	0	1	0	0	['PUNCT', 'ADV', 'ADJ', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_5045-5105	– J’ai bien peur qu’on ne parte pas du tout, soupire-t-elle.	alessieux_1621777191079_25339-0	alessieux	pas du tout	SAdv	pas du tout	Montree	Base	Aucun	Tristesse	Aucune	pas de tout	pas de tout	0	0	0	0	['PUNCT', 'PRON', 'VERB', 'ADV', 'NOUN', 'SCONJ', 'PRON', 'ADV', 'VERB', 'ADV', 'ADP', 'DET', 'PRON', 'PUNCT', 'VERB', 'PRON', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_5440-5528	– Oh, lui, il aimerait juste passer à la mairie et puis dîner tranquillement en famille.	alessieux_1621748139453_25339-0	alessieux	juste	SAdv	juste	Montree	Base	Aucun	Joie	Aucune	juste	juste	0	0	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'CCONJ', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_5614-5659	Il faut quand même fêter ça comme il se doit.	alessieux_1621748349737_25339-0	alessieux	quand même	SAdv	quand même	Montree	Base	Aucun	Tristesse	Aucune	quand même	quand même	0	0	0	0	['PRON', 'VERB', 'SCONJ', 'ADV', 'VERB', 'PRON', 'SCONJ', 'PRON', 'PRON', 'VERB', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_6658-6718	Bon, il faudra sans doute trouver quelque chose de plus gai…	alessieux_1621778594811_25339-0	alessieux	Bon	SAdv	Bon	Montree	Complexe	Aucun	Embarras	Aucune	Bon	Bon	0	0	0	0	['INTJ', 'PUNCT', 'PRON', 'VERB', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'ADV', 'ADJ', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_8421-8614	Heureusement, son projet amuse la maîtresse, qui lui fait découvrir Le Carnaval des animaux et lui raconte que le compositeur, Camille Saint-Saëns, voulait faire rire avec cette pièce musicale.	alessieux_1621753437765_25339-0	alessieux	Heureusement	SAdv	Heureusement	Montree	Base	Aucun	Joie	Aucune	heureusement	heureusement	0	0	0	0	['ADV', 'PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'SCONJ', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_8914-8982	Et Bella lui demande carrément de supprimer la cérémonie de mariage.	alessieux_1621753874776_25339-0	alessieux	carrément	SAdv	carrément	Montree	Base	Aucun	Colere	Aucune	carrémer	carrémer	0	0	0	0	['CCONJ', 'PROPN', 'PRON', 'VERB', 'ADV', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_11546-11588	Elle a même arraché le toit de la ferme ! 	alessieux_1621782303483_25339-0	alessieux	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['PRON', 'AUX', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_11910-11975	Je ne vais quand même pas dire oui avec des oreilles de Mickey ! 	alessieux_1621782930468_25339-0	alessieux	quand même pas	SAdv	quand même pas	Montree	Base	Aucun	Joie	Aucune	quand même pas	quand même pas	0	1	0	0	['PRON', 'ADV', 'VERB', 'ADV', 'ADV', 'ADV', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_12494-12544	– Mais comment on va s’habiller ? s’inquiète Dana.	alessieux_1622408131904_25339-0	alessieux	Mais comment	SAdv	Mais comment	Montree	Base	Aucun	Peur	Aucune	mais comment	mais comment	0	0	0	1	['PUNCT', 'CCONJ', 'ADV', 'PRON', 'VERB', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_13210-13325	– Si tu veux, mais ça te prend tout ton temps en ce moment: des fois, j’ai l’impression que tu m’oublies carrément.	alessieux_1622464767033_25339-0	alessieux	carrément	SAdv	carrément	Montree	Base	Aucun	Tristesse	Aucune	carrémer	carrémer	0	0	0	0	['PUNCT', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'CCONJ', 'PRON', 'PRON', 'VERB', 'ADJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'SCONJ', 'PRON', 'PRON', 'VERB', 'ADV', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_13398-13448	Mais j’ai tellement envie de partager ce bonheur !	alessieux_1622478045293_25339-0	alessieux	tellement	SAdv	tellement	Montree	Base	Aucun	Joie	Aucune	tellement	tellement	0	1	0	0	['CCONJ', 'PRON', 'VERB', 'ADV', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_14132-14172	Pourquoi les gens sont-ils si négatifs ?	alessieux_1623174237618_25339-0	alessieux	si	SAdv	si	Montree	Base	Aucun	Tristesse	Aucune	si	si	0	0	0	1	['ADV', 'DET', 'NOUN', 'AUX', 'PRON', 'ADV', 'ADJ', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_15459-15516	– MAIS POURQUOI VOUS VOULEZ VOUS MARIER? s’énerve Flavia.	alessieux_1622409250771_25339-0	alessieux	MAIS POURQUOI	SAdv	Mais pourquoi	Montree	Base	Aucun	Colere	Aucune	mais pourquoi	mais pourquoi	0	0	0	1	['PUNCT', 'NOUN', 'ADV', 'PRON', 'VERB', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_17999-18108	Bien sûr, elle ne peut pas s’empêcher de me téléphoner dix-sept fois par jour pour me demander où j’en suis. 	alessieux_1623220686725_25339-0	alessieux	Bien sûr	SAdv	Bien sûr	Montree	Base	Aucun	Joie	Aucune	bien sûr	bien sûr	0	0	0	0	['ADV', 'ADJ', 'PUNCT', 'PRON', 'ADV', 'VERB', 'ADV', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'VERB', 'PRON', 'PRON', 'PRON', 'AUX', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_23559-23632	– Tes enfants sont vraiment merveilleux, ma chérie, dit-elle à sa fille. 	aetienne_1639743074612_25339-0	aetienne	vraiment	SAdv	vraiment	Montree	Complexe	Aucun	Admiration	Aucune	vraiment	vraiment	0	0	0	0	['PUNCT', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_23745-23782	C’est vraiment ton meilleur mariage !	aetienne_1639742833336_25339-0	aetienne	vraiment	SAdv	vraiment	Montree	Complexe	Aucun	Fierte	Aucune	vraiment	vraiment	0	1	0	0	['PRON', 'AUX', 'ADV', 'DET', 'ADJ', 'NOUN', 'PUNCT']	0	0
PtitLibe	1547-14598540	7-12_PtitLibe1-migrants_D_ou_viennent_migrants	1547-14598540_578-629	Quatre millions de Syriens ont même fui leur pays. 	aetienne_1621579825367_1547-14598540	aetienne	même	SAdv	même	Montree	Base	Aucun	Peur	Aucune	même	même	0	0	0	0	['NUM', 'NOUN', 'ADP', 'NOUN', 'AUX', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']	0	0
PtitLibe	1407-67883211	7-12_PtitLibe1-migrants_Suyrana	1407-67883211_1173-1216	Elle le parle même mieux que ses parents ! 	aetienne_1621591687476_1407-67883211	aetienne	même	SAdv	même	Montree	Complexe	Aucun	Admiration	Aucune	même	même	0	1	0	0	['PRON', 'PRON', 'VERB', 'ADV', 'ADV', 'SCONJ', 'DET', 'NOUN', 'PUNCT']	0	0
PtitLibe	3481-47445255	7-12_PtitLibe10-Euro_foot_stars_Euro	3481-47445255_2625-2696	Il s’aime beaucoup, la preuve, il a même ouvert un musée à sa gloire ! 	aetienne_1621579825644_3481-47445255	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['PRON', 'PRON', 'VERB', 'ADV', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
PtitLibe	6319-59124087	7-12_PtitLibe12-Jeux_olympiques_evenements_JO	6319-59124087_2952-3005	Surtout, il réussit l’exploit de gagner… pieds nus ! 	aetienne_1621579825798_6319-59124087	aetienne	Surtout	SAdv	surtout	Montree	Base	Complexe	Surprise	Admiration	surtout	surtout	0	1	0	0	['ADV', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'PUNCT', 'NOUN', 'ADJ', 'PUNCT']	0	0
PtitLibe	6319-59124087	7-12_PtitLibe12-Jeux_olympiques_evenements_JO	6319-59124087_4405-4523	Elle va même obtenir cette note sept fois pendant ces JO, ce qui lui permet de remporter en tout trois médailles d’or.	aetienne_1621579825809_6319-59124087	aetienne	même	SAdv	même	Montree	Base	Complexe	Surprise	Admiration	même	même	0	0	0	0	['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'NUM', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PRON', 'PRON', 'PRON', 'VERB', 'ADP', 'VERB', 'ADP', 'PRON', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	0	0
PtitLibe	6319-59124087	7-12_PtitLibe12-Jeux_olympiques_evenements_JO	6319-59124087_5823-5966	Il y a quatre ans, à Londres, il avait même remporté trois médailles d’or, sur le 100 mètres, le 200 mètres et le 4x100 mètres, comme en 2008. 	aetienne_1621579825817_6319-59124087	aetienne	même	SAdv	même	Montree	Base	Complexe	Surprise	Admiration	même	même	0	0	0	0	['PRON', 'PRON', 'VERB', 'NUM', 'NOUN', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'ADV', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NUM', 'NOUN', 'CCONJ', 'DET', 'NUM', 'NOUN', 'PUNCT', 'SCONJ', 'ADP', 'NUM', 'PUNCT']	0	0
PtitLibe	10027-67883211	7-12_PtitLibe12-Jeux_olympiques_programme_JO	10027-67883211_900-970	Le tennis était déjà au programme des premiers JO modernes, en 1896 ! 	aetienne_1621579825913_10027-67883211	aetienne	déjà	SAdv	déjà	Montree	Base	Aucun	Surprise	Aucune	déjà	déjà	0	1	0	0	['DET', 'NOUN', 'AUX', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'NUM', 'PUNCT']	0	0
PtitLibe	10027-67883211	7-12_PtitLibe12-Jeux_olympiques_programme_JO	10027-67883211_1293-1467	Chez les femmes, les sœurs américaines Venus et Serena Williams seront favorites, en simple comme en double : ensemble, elles ont déjà été championnes olympiques trois fois !	aetienne_1621579825915_10027-67883211	aetienne	déjà	SAdv	déjà	Montree	Base	Complexe	Surprise	Admiration	déjà	déjà	0	1	0	0	['ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'AUX', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'SCONJ', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'PRON', 'AUX', 'ADV', 'AUX', 'NOUN', 'ADJ', 'NUM', 'NOUN', 'PUNCT']	0	0
PtitLibe	10027-67883211	7-12_PtitLibe12-Jeux_olympiques_programme_JO	10027-67883211_9497-9630	C’est particulièrement vrai pour l’équipe de France de handball, qui a déjà été médaillée d’or à Pékin en 2008 et à Londres en 2012 !	aetienne_1621579825938_10027-67883211	aetienne	déjà	SAdv	déjà	Montree	Base	Aucun	Surprise	Aucune	déjà	déjà	0	1	0	0	['PRON', 'AUX', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADV', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NUM', 'CCONJ', 'ADP', 'PROPN', 'ADP', 'NUM', 'PUNCT']	0	0
PtitLibe	2327-11678832	7-12_PtitLibe13-coulisses_de_ecole_D_ou_viennent_profs	2327-11678832_833-948	C’est une habitude à prendre, d’ailleurs les jeunes professeurs n’ont parfois plus de voix à la fin de la journée !	aetienne_1624440648775_2327-11678832	aetienne	d’ailleurs	SAdv	d’ailleurs	Montree	Base	Aucun	Surprise	Aucune	d’ ailleurs	d’ ailleurs	0	1	0	0	['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'VERB', 'PUNCT', 'ADP', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADV', 'VERB', 'ADV', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
PtitLibe	3982-81021897	7-12_PtitLibe14-election_americaine_Pourquoi_president_americain_important	3982-81021897_2122-2143	Et même la capitale !	aetienne_1621579826153_3982-81021897	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['CCONJ', 'ADV', 'DET', 'NOUN', 'PUNCT']	0	0
PtitLibe	3982-81021897	7-12_PtitLibe14-election_americaine_Pourquoi_president_americain_important	3982-81021897_3110-3230	Il est devenu président en 1960, à l’âge de 43 ans : il reste aujourd’hui encore l’homme élu le plus jeune à ce poste ! 	aetienne_1624460578488_3982-81021897	aetienne	aujourd’hui encore	SAdv	aujourd’hui encore	Montree	Base	Aucun	Surprise	Aucune	aujourd’hui encore	aujourd’hui encore	0	1	0	0	['PRON', 'AUX', 'VERB', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADV', 'DET', 'NOUN', 'VERB', 'DET', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_3387-3653	C'est surprenant de voir qu'il y a seize ans, le dessin animé parlait de la première présidente de l'histoire du pays (ce serait le cas dans la vraie vie si Hillary Clinton était élue) et de Donald Trump, alors qu'il n'était pas du tout candidat à la Maison Blanche.	aetienne_1624462444909_5098-55474452	aetienne	pas du tout	SAdv	pas du tout	Montree	Base	Aucun	Surprise	Aucune	pas de tout	pas de tout	0	0	0	0	['PRON', 'AUX', 'ADJ', 'ADP', 'VERB', 'SCONJ', 'PRON', 'PRON', 'VERB', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'SCONJ', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'ADV', 'SCONJ', 'PRON', 'ADV', 'AUX', 'ADV', 'ADP', 'DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']	0	0
PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_4647-4700	Un acteur est même devenu président des Etats-Unis ! 	aetienne_1621579826208_5098-55474452	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['DET', 'NOUN', 'AUX', 'ADV', 'VERB', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']	0	0
