Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo	exclamation	exclamation_phrase	interrogation	interrogation_phrase	pos_phrase	phrase_averbaux	interjections
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_431-571	Déclaration qui a déclenché, bien sûr, un hourrah général. M. Garron est notre prof de gym (oh, pardon : d’Education physique et sportive). 	alessieux_1622218856746_25740-35036496	alessieux	pardon	SN	pardon	Montree	Base	Aucun	Joie	Aucune	pardon	pardon	0	0	0	0	['NOUN', 'PRON', 'AUX', 'VERB', 'PUNCT', 'ADV', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'PROPN', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'INTJ', 'PUNCT', 'NOUN', 'SPACE', 'PUNCT', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'PUNCT']	0	1
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_1731-1929	La prof, j’en suis sûr, n’a pas même pas remarqué le regard de Katia ni compris son message que je peux traduire à peu près ainsi : « Non, mais tu crois qu’il y a que les mecs qui ont des biceps ? »	alessieux_1622220068592_25740-35036496	alessieux	mecs	SN	mecs	Montree	Base	Aucun	Colere	Aucune	mec	mec	0	0	0	1	['DET', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'ADV', 'AUX', 'ADV', 'ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'SPACE', 'PRON', 'PRON', 'VERB', 'VERB', 'ADP', 'ADV', 'ADV', 'ADV', 'SPACE', 'PUNCT', 'PUNCT', 'SPACE', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'SCONJ', 'PRON', 'PRON', 'VERB', 'SCONJ', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'SPACE', 'PUNCT', 'SPACE', 'PUNCT']	0	0
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_2125-2183	Puis elle a ouvert la valise et en a sorti… des bouquins. 	alessieux_1622220716281_25740-35036496	alessieux	des bouquins	SN	bouquins	Montree	Base	Base	Peur	Tristesse	bouquin	un bouquin	0	0	0	0	['CCONJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'CCONJ', 'PRON', 'AUX', 'VERB', 'PUNCT', 'DET', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_2183-2270	Des piles et des piles de bouquins qui ont bientôt couvert toute la surface du bureau. 	alessieux_1622220792032_25740-35036496	alessieux	Des piles et des piles	SN	Des piles et des piles	Montree	Base	Base	Peur	Tristesse	un pile et un pile	un pile et un pile	0	0	0	0	['DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PRON', 'AUX', 'ADV', 'VERB', 'ADJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_2668-2797	Désolée de vous avoir fait attendre, les mystères de l’administration ont retardé ma nomination officielle (nouveau petit rire). 	alessieux_1616081305734_25740-35036496	alessieux	Désolée	SN	Désolée	Montree	Complexe	Aucun	Embarras	Aucune	Désolée	Désolée	0	0	0	0	['ADJ', 'ADP', 'PRON', 'AUX', 'AUX', 'VERB', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT']	0	0
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_4264-4379	Un pavé a atterri sur ma table : La tête dans les mains, d’une certaine Maïa Chambriz, aux éditions Thomas Panier. 	alessieux_1622222923713_25740-35036496	alessieux	Un pavé	SN	pavé	Montree	Base	Base	Surprise	Tristesse	pavé	un pavé	0	0	0	0	['DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5203-5299	Elle a nous a regardés, un sourire jusqu’aux boucles d’oreille en forme… de livres (véridique) :	alessieux_1622285012526_25740-35036496	alessieux	véridique	SN	véridique	Montree	Base	Aucun	Surprise	Aucune	véridique	véridique	0	0	0	0	['PRON', 'AUX', 'PRON', 'AUX', 'VERB', 'PUNCT', 'DET', 'NOUN', 'ADP', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'PUNCT']	0	0
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5299-5347	- Nous allons devenir des DEVOREURS de livres ! 	alessieux_1622292819704_25740-35036496	alessieux	DEVOREURS	SN	DEVOREURS	Montree	Base	Aucun	Joie	Aucune	devoreur	devoreur	0	1	0	0	['PUNCT', 'PRON', 'VERB', 'VERB', 'DET', 'PROPN', 'ADP', 'NOUN', 'SPACE', 'PUNCT']	0	0
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5644-5717	- Ton commentaire est déplacé, jeune homme ! a-t-elle dit d’un air pincé.	alessieux_1616179960966_25740-35036496	alessieux	jeune homme	SN	jeune homme	Montree	Base	Aucun	Colere	Aucune	jeune homme	jeune homme	0	1	0	0	['PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'SPACE', 'PUNCT', 'AUX', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'PUNCT']	0	0
FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_18957-18996	Les yeux brillants, elle s’est écriée :	mantoine_1616102903098_25740-35036496	mantoine	Les yeux brillants	SN	les yeux brillants	Montree	Base	Aucun	Joie	Aucune	le oeil brillant	le oeil brillant	0	0	0	0	['DET', 'NOUN', 'ADJ', 'PUNCT', 'PRON', 'PRON', 'AUX', 'VERB', 'SPACE', 'PUNCT']	0	0
FictionProjetM2	13444-10218978	Morgenstern_Anna	13444-10218978_796-922	Arthur, ingénieux ingénieur, a inventé des dispositifs pour que les biberons tiennent tout seuls et des berceaux électriques. 	mantoine_1621364034562_13444-10218978	mantoine	ingénieux ingénieur	SN	ingénieux, ingénieur	Montree	Base	Aucun	Joie	Aucune	ingénieux , ingénieur	ingénieux ingénieur	0	0	0	0	['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'SCONJ', 'DET', 'NOUN', 'VERB', 'PRON', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_1004-1126	Mais elle s’inquiète un peu en voyant que la plupart des danseurs sont noirs, alors qu’elle-même est blanche, la pauvre ! 	alessieux_1620894610086_16885-0	alessieux	la pauvre	SN	la pauvre	Montree	Base	Aucun	Tristesse	Aucune	le pauvre	le pauvre	0	1	0	0	['CCONJ', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'ADV', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'PUNCT']	0	0
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_6371-6418	– Ah, tu es allée au Châtelet, quelle chance ! 	alessieux_1621549387317_16885-0	alessieux	quelle chance	SN	quelle chance	Montree	Base	Aucun	Joie	Aucune	quel chance	quel chance	0	1	0	0	['PUNCT', 'INTJ', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_12083-12114	– Sorry, Billy, s’excuse Elisa.	alessieux_1621624323608_16885-0	alessieux	Sorry	SN	Sorry	Montree	Complexe	Aucun	Embarras	Aucune	Sorry	Sorry	0	0	0	0	['PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1082-1109	– Pardon, grommèle Flavia. 	mantoine_1620912124845_17006-4379562	mantoine	Pardon	SN	Pardon	Montree	Complexe	Aucun	Embarras	Aucune	pardon	pardon	0	0	0	0	['PUNCT', 'PROPN', 'PUNCT', 'INTJ', 'PROPN', 'PUNCT']	0	1
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5526-5600	– Pas la peine de me raconter toutes tes salades sur les billes, banane ! 	mantoine_1618526779296_17006-4379562	mantoine	banane	SN	banane !	Montree	Base	Aucun	Colere	Aucune	banane !	banane	0	1	0	0	['PUNCT', 'ADV', 'DET', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6538-6571	– Excellent ! À mon tour, dit-il.	mantoine_1621097051022_17006-4379562	mantoine	Excellent	SN	Excellent	Montree	Complexe	Base	Admiration	Surprise	excellent	excellent	0	1	0	0	['PUNCT', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'PUNCT']	0	0
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6845-6918	– Ce n’est pas la chance des débutants, mon cher Billy, rétorque Flavia. 	mantoine_1621097195728_17006-4379562	mantoine	mon cher Billy	SN	mon cher	Montree	Complexe	Aucun	Fierte	Aucune	mon cher	mon cher Billy	0	0	0	0	['PUNCT', 'PRON', 'ADV', 'AUX', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'PROPN', 'PUNCT', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7550-7569	Pas un bébé de CP !	mantoine_1618527337100_17006-4379562	mantoine	Pas un bébé de CP	SN	Pas un bébé de CP	Montree	Base	Base	Degout	Colere	pas un bébé de cp	pas un bébé de cp	0	1	0	0	['ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1924-1955	– Quelle idée ! soupire Ariane.	alessieux_1621767072914_25339-0	alessieux	Quelle idée	SN	Quelle idée	Montree	Base	Aucun	Colere	Aucune	quell idée	quell idée	0	1	0	0	['PUNCT', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_5258-5313	– Pas question qu’ils se marient sans nous ! crie Dana.	alessieux_1621747754486_25339-0	alessieux	Pas question	SN	pas question	Montree	Base	Aucun	Colere	Aucune	pas question	pas question	0	1	0	0	['PUNCT', 'ADV', 'NOUN', 'SCONJ', 'PRON', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_5528-5564	– Très bonne idée ! se réjouit Anna.	alessieux_1621748253176_25339-0	alessieux	Très bonne idée	SN	très bonne idée	Montree	Base	Aucun	Joie	Aucune	très bon idée	très bon idée	0	1	0	0	['PUNCT', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_10596-10657	Un grand crash ! bang ! boum ! fait sursauter tout le monde. 	alessieux_1621771849228_25339-0	alessieux	Un grand crash	SN	Un grand crash	Montree	Base	Base	Peur	Surprise	un grand crash	un grand crash	0	1	0	0	['DET', 'ADJ', 'NOUN', 'PUNCT', 'INTJ', 'PUNCT', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'ADJ', 'DET', 'NOUN', 'PUNCT']	0	1
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_11625-11657	– Et les animaux? s’affole Cara.	alessieux_1621782596198_25339-0	alessieux	Et les animaux?	SN	Et les animaux ?	Montree	Base	Aucun	Peur	Aucune	et le animal ?	et le animal ?	0	0	1	1	['PUNCT', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_13373-13398	– Excuse-moi, mon chéri. 	alessieux_1622477923671_25339-0	alessieux	Excuse-moi	SN	Excuse-moi	Montree	Complexe	Aucun	Embarras	Aucune	excus -moi	excus -moi	0	0	0	0	['PUNCT', 'VERB', 'PRON', 'PUNCT', 'DET', 'NOUN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_15352-15459	– Il y a encore des pays où on force des jeunes filles – jeunes comme nous ! – à se marier, explique Bella.	alessieux_1623214759359_25339-0	alessieux	jeunes comme nous	SN	jeunes comme nous	Montree	Base	Aucun	Colere	Aucune	jeune comme nous	jeune comme nous	0	1	0	0	['PUNCT', 'PRON', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'PRON', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'PUNCT', 'ADP', 'PRON', 'VERB', 'PUNCT', 'VERB', 'PROPN', 'PUNCT']	0	0
FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_21619-21643	Quelle bonne idée, Mimi!	alessieux_1623228238171_25339-0	alessieux	Quelle bonne idée	SN	Quelle bonne idée	Montree	Base	Aucun	Joie	Aucune	quell bon idée	quell bon idée	0	1	0	0	['DET', 'ADJ', 'NOUN', 'PUNCT', 'INTJ']	0	1
WP7Encyclo	2038-0	encyclo_HV23_Elizabeth	2038-0_1596-1646	Du haut de son 1,53 m, elle a un sacré caractère. 	aetienne_1620827604249_2038-0	aetienne	un sacré caractère	SN	sacré	Montree	Complexe	Base	Admiration	Surprise	sacrer	un sacré caractèr	0	0	0	0	['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NUM', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']	0	0
WP7Encyclo	2099-0	encyclo_Vikidia_Napoleon	2099-0_1577-1759	Le Royaume-Uni qui a repris les hostilités contre la France dès 1803, ne peut être envahi après le désastre naval de Trafalgar en 1805, ce qui prive Napoléon d'une flotte de guerre. 	aetienne_1620827604804_2099-0	aetienne	le désastre naval de Trafalgar	SN	désastre	Montree	Base	Aucun	Tristesse	Aucune	désastr	le désastre naval de Trafalgar	0	0	0	0	['DET', 'PROPN', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'ADV', 'VERB', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'PRON', 'PRON', 'VERB', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	0	0
WP7Encyclo	2254-83941605	encyclo_Vikidia_Tintin	2254-83941605_1611-1765	Toujours est-il que la marchande, probablement à bout d'arguments, lui avait lancé derrière sa charrette « Espèce de pacte-à-quatre que vous êtes !... ». 	aetienne_1620827604862_2254-83941605	aetienne	Espèce de pacte-à-quatre que vous êtes	SN	Espèce de pacte-à-quatre que vous êtes	Montree	Base	Aucun	Colere	Aucune	espèce de pacte-à-quatre que vous être	espèce de pacte-à-quatre que vous être	0	1	0	0	['ADV', 'AUX', 'PRON', 'SCONJ', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PRON', 'PRON', 'AUX', 'PUNCT', 'PUNCT', 'PUNCT']	0	0
WP7Fiction	2152-19178082	fiction_ChienPourriFaitDuSki	2152-19178082_670-789	La fermeture de l’anorak d’Anorak se coince dans la porte de l’œuf et le pauvre petit reste à l’extérieur de la cabine.	aetienne_1630917099685_2152-19178082	aetienne	le pauvre petit	SN	pauvre	Montree	Base	Base	Peur	Tristesse	pauvre	le pauvre petit	0	0	0	0	['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
