Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo	exclamation	exclamation_phrase	interrogation	interrogation_phrase	pos_phrase	phrase_averbaux	interjections
Albert	3193-71532846	Albert2-science_dinosaures	3193-71532846_176-329	En plus du T-rex et du diplodocus, on trouve aussi le psittacosaurus, qui n’a rien des grands méchants dinosaures mis en scène dans la plupart des films.	doltean_1614852624882_3193-71532846	doltean	qui n’a rien des grands méchants dinosaures	Proposition	qui n'a rien des	Montree	Base	Aucun	Surprise	Aucune	qui ne avoir rien de	qui n’ avoir rien de grand méchant dinosaure	0	0	0	0	['ADP', 'ADV', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'DET', 'X', 'PUNCT', 'PRON', 'ADV', 'VERB', 'PRON', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
Albert	3193-71532846	Albert2-science_dinosaures	3193-71532846_919-988	Et il se trouve qu’il n’était pas aussi impressionnant que Godzilla !	doltean_1619182135908_3193-71532846	doltean	il se trouve qu	Proposition	il se trouve qu	Montree	Base	Aucun	Surprise	Aucune	il se trouver qu	il se trouver qu	0	1	0	0	['CCONJ', 'PRON', 'PRON', 'VERB', 'SCONJ', 'PRON', 'ADV', 'AUX', 'ADV', 'ADV', 'ADJ', 'SCONJ', 'PROPN', 'PUNCT']	0	0
Albert	3193-71532846	Albert2-science_dinosaures	3193-71532846_919-988	Et il se trouve qu’il n’était pas aussi impressionnant que Godzilla !	doltean_1620303442432_3193-71532846	doltean	pas aussi impressionnant que Godzilla	Proposition	pas aussi que	Montree	Base	Aucun	Surprise	Aucune	pas aussi que	pas aussi impressionner que Godzilla	0	1	0	0	['CCONJ', 'PRON', 'PRON', 'VERB', 'SCONJ', 'PRON', 'ADV', 'AUX', 'ADV', 'ADV', 'ADJ', 'SCONJ', 'PROPN', 'PUNCT']	0	0
Albert	3193-71532846	Albert2-science_dinosaures	3193-71532846_1239-1337	D’autre part, le psittacosaurus est loin d’être immense : il faisait la taille d’une grosse dinde.	doltean_1621509162153_3193-71532846	doltean	loin d	SAdj	loin d	Montree	Base	Aucun	Surprise	Aucune	loin d	loin d	0	0	0	0	['ADP', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'ADV', 'ADP', 'AUX', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']	0	0
Albert	5190-56934306	Albert2-succes_Jeux_paralympiques	5190-56934306_3677-3840	Par exemple, les athlètes de la catégorie « T13 », c’est-à-dire des sportifs malvoyants (mais pas totalement aveugles) ont explosé les records de vitesse sur le 1.	doltean_1619011627866_5190-56934306	doltean	explosé les records de vitesse sur le 1.500 mètres	Proposition	explosé	Montree	Complexe	Aucun	Admiration	Aucune	exploser	exploser le record de vitesse sur le 1.500 mètre	0	0	0	0	['ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'ADV', 'ADJ', 'PUNCT', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NUM']	0	0
Albert	860-69863013	Albert2-Syrie	860-69863013_399-495	Or, dès la semaine suivante, les frappes ont repris sur le pays, notamment sur la ville d’Alep. 	doltean_1615215542503_860-69863013	doltean	Or	Conj. de coordination	or	Montree	Base	Aucun	Colere	Aucune	or	or	0	0	0	0	['CCONJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']	0	0
Albert	415-89191080	Albert21-A3_Sac_de_lune	415-89191080_12-260	Ce n’est ni un joyau ni une œuvre d’art, et pourtant il s’est vendu aux enchères pour 1,6 million d’euros : un petit sac emmené sur la Lune et ramené sur Terre par l’astronaute Neil Armstrong il y a 48 ans vient de trouver un nouveau propriétaire. 	doltean_1616146505193_415-89191080	doltean	pourtant	SAdv	pourtant	Montree	Base	Aucun	Surprise	Aucune	pourtant	pourtant	0	0	0	0	['PRON', 'ADV', 'AUX', 'CCONJ', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PRON', 'PRON', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']	0	0
Albert	426-16388361	Albert27-A3_Qui_dit_mieux	426-16388361_16-292	C’est un record qui a été pulvérisé le 16 novembre dernier lors d’une vente aux enchères à New-York : en seulement 19 minutes, l’œuvre de Léonard de Vinci intitulée « Salvator Mundi » a été adjugée à 450,3 millions de dollars, devenant ainsi le tableau le plus cher du monde. 	doltean_1620122114913_426-16388361	doltean	pulvérisé	Proposition	pulvérisé	Montree	Base	Aucun	Surprise	Aucune	pulvériser	pulvériser	0	0	0	0	['PRON', 'AUX', 'DET', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'DET', 'NUM', 'NOUN', 'ADJ', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'ADV', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'VERB', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'AUX', 'AUX', 'VERB', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'DET', 'NOUN', 'DET', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
Albert	5458-0	Albert28-A3_La_crise_humanitaire_des_Rohingyas	5458-0_3884-4114	Pour Antonio Guterres, le chef de l’ONU, cette crise s’est transformée en « cauchemar humanitaire » pour les Rohingyas qui ont fui et qui vivent désormais dans des camps d’accueil au Bangladesh dans des conditions très difficiles.	doltean_1616517048842_5458-0	doltean	cauchemar humanitaire	SN	cauchemar	Montree	Base	Aucun	Peur	Aucune	cauchemar	cauchemar humanitaire	0	0	0	0	['ADP', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'PUNCT', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'PROPN', 'PRON', 'AUX', 'VERB', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADJ', 'PUNCT']	0	0
Albert	553-7929207	Albert28-A3_Petit_Papa_Noel	553-7929207_418-522	Heureusement, il a atterri sur le toit d’une tente en plastique et s’en est sorti sans une égratignure !	doltean_1620129757640_553-7929207	doltean	Heureusement	SAdv	Heureusement	Montree	Base	Aucun	Joie	Aucune	heureusement	heureusement	0	1	0	0	['ADV', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
Albert	632-48775122	Albert3-c_est_du_propre	632-48775122_16-227	Des pneus, des bouteilles vides, des chariots de supermarché et même une voiture : c’est, entre autres, les objets insolites que des bénévoles ont retrouvé en vidant le Vieux port de Marseille pour le nettoyer. 	doltean_1615217242245_632-48775122	doltean	Des pneus, des bouteilles vides, des chariots de supermarché et même une voiture	Accumulation	même	Montree	Base	Aucun	Surprise	Aucune	même	un pneu , un bouteille vide , un chariot de supermarché et même un voiture	0	0	0	0	['DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADV', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'PUNCT', 'ADP', 'PRON', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'PRON', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PRON', 'VERB', 'PUNCT']	0	0
Albert	5344-0	Albert3-Harry_Potter_retour	5344-0_4481-4656	Certains fans écrivent même des suites ou des histoires complémentaires aux romans officiels et les mettent en ligne sur des sites internet : on appelle cela des fanfictions. 	doltean_1614865719766_5344-0	doltean	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	0	0	0	['DET', 'NOUN', 'VERB', 'ADV', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
Albert	625-40665933	Albert4-oups	625-40665933_0-6	Oups !	doltean_1614878085517_625-40665933	doltean	Oups	Interjection	Oups	Montree	Base	Aucun	Surprise	Aucune	Oups	Oups	0	1	0	0	['INTJ', 'PUNCT']	0	1
Albert	856-84931506	Albert40-A3_Erynthree	856-84931506_432-610	Mais depuis l’annonce du 8 juillet, pour la première fois depuis 20 ans, des avions ont décollé afin de relier les deux capitales, Addis-Abeba en Éthiopie et Asmara en Érythrée. 	doltean_1617017794044_856-84931506	doltean	pour la première fois depuis 20 ans	SPrep	pour la première fois	Montree	Base	Complexe	Joie	Admiration	pour le premier fois	pour le premier fois depuis 20 an	0	0	0	0	['CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NUM', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADV', 'ADP', 'VERB', 'DET', 'NUM', 'NOUN', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'PROPN', 'PUNCT']	0	0
Albert	402-84671532	Albert45-A3_musee_du_beurk	402-84671532_0-20	Musée du « beurk ! »	doltean_1617116593596_402-84671532	doltean	beurk	Interjection	beurk	Montree	Base	Aucun	Degout	Aucune	beurk	beurk	0	1	0	0	['NOUN', 'ADP', 'DET', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT']	0	0
Albert	675-68853114	Albert46-A3_retour_mort-vivant	675-68853114_24-135	L’histoire aurait pu être inventée pour Halloween, mais elle s’est pourtant réellement déroulée au Kazakhstan. 	doltean_1617172722099_675-68853114	doltean	L’histoire aurait pu être inventée pour Halloween	Proposition	L'histoire aurait pu être inventée pour Halloween	Montree	Base	Aucun	Surprise	Aucune	le histoire avoir pouvoir être inventer pour Halloween	l’ histoire avoir pouvoir être inventer pour Halloween	0	0	0	0	['DET', 'NOUN', 'AUX', 'VERB', 'AUX', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'CCONJ', 'PRON', 'PRON', 'AUX', 'ADV', 'ADV', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT']	0	0
Albert	3068-12408759	Albert46-A3_science_fait_remarcher_handicapes	3068-12408759_230-405	Cela pourrait tenir du miracle religieux, mais c’est bien une prouesse accomplie par la science qui a été révélée dans le magazine scientifique Nature, le 31 octobre dernier. 	doltean_1617172915981_3068-12408759	doltean	Cela pourrait tenir du miracle religieux	Proposition	Cela pourrait tenir du miracle religieux	Montree	Base	Aucun	Surprise	Aucune	celer pouvoir tenir de miracle religieux	celer pouvoir tenir de miracle religieux	0	0	0	0	['PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'ADV', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PUNCT', 'DET', 'NUM', 'NOUN', 'ADJ', 'PUNCT']	0	0
Albert	2950-51094890	Albert48-science_prouve_licornes	2950-51094890_456-728	Surnommé « licorne », l’Elasmotherium sibiricum n’a pourtant rien de la créature légendaire proche d’un élégant cheval : mesurant environ 2 mètres de haut pour 4 mètres de long et pesant aux alentours de 4 tonnes, cet animal préhistorique était plus proche du rhinocéros. 	doltean_1620398591476_2950-51094890	doltean	n’a pourtant rien de	Proposition	n'a rien de	Montree	Base	Aucun	Surprise	Aucune	ne avoir rien de	n’ avoir pourtant rien de	0	0	0	0	['VERB', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'X', 'ADV', 'VERB', 'ADV', 'PRON', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'AUX', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
Albert	508-92700729	Albert49-A3_gang_des_panneaux	508-92700729_312-366	Certains panneaux ont même été accrochés à l’envers ! 	doltean_1617184164441_508-92700729	doltean	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['DET', 'NOUN', 'AUX', 'ADV', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
Albert	841-46715328	Albert55-A3_Italie	841-46715328_362-509	Parmi les objets ingérés par le cachalot : des sacs poubelle, des filets de pêche, et même un bidon de lessive qui comportait encore son étiquette.	doltean_1617366995796_841-46715328	doltean	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	0	0	0	['ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'PUNCT']	0	0
Albert	2925-14598540	Albert58-A3_20000_lieues_sous_terre	2925-14598540_571-743	La proposition de certains experts tient ainsi du scénario de science-fiction, mais elle est pourtant très sérieuse : la solution se trouverait en effet... sous nos pieds !	doltean_1620723297829_2925-14598540	doltean	tient du scénario de science-fiction	Proposition	tient du scénario de science-fiction	Montree	Base	Aucun	Surprise	Aucune	tient de scénario de science - fiction	tient de scénario de science - fiction	0	1	0	0	['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'ADV', 'ADV', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT']	0	0
Albert	421-59924007	Albert58-A3_rosa_rosam_rosae	421-59924007_345-410	Et pour les moins courageux, une traduction est même disponible !	doltean_1617715580307_421-59924007	doltean	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['CCONJ', 'ADP', 'DET', 'ADV', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT']	0	0
Albert	446-81021897	Albert6-chat_baroudeur	446-81021897_15-195	À 2 ans, Boule de Neige est un chat féru d’aventure. À tel point qu’il a été retrouvé fin novembre à 1650 km de chez lui, en Bretagne, après avoir disparu en Corse au mois d’août. 	doltean_1615375251012_446-81021897	doltean	À tel point	SPrep	À tel point	Montree	Base	Aucun	Surprise	Aucune	à tel point	à tel point	0	0	0	0	['ADP', 'NUM', 'NOUN', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'AUX', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'AUX', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'ADP', 'PRON', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'AUX', 'VERB', 'ADP', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	0	0
Albert	2952-22627737	Albert6-Thomas_Pesquet	2952-22627737_1226-1455	Il va notamment tester le développement de certaines bactéries dans l’espace, tenter de résoudre des problèmes de contamination de l’eau et même faire pousser dans l’espace... des graines de moutarde, des radis et des lentilles !	doltean_1615386251536_2952-22627737	doltean	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADV', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT']	0	0
